productid,category,brand,season,size,color,originalprice,markdownpercentage,currentprice,purchasedate,stockquantity,customerrating,isreturned,returnreason,customer_city,shipping_km,base_env_impact_kg,total_env_impact_kg,customer_height_cm,customer_weight_kg,garment_length_cm,garment_width_cm,seasonal_weather_impact,campaign_type
FB000159,Shoes,Gap,Fall,XS,Beige,175.91,0,175.91,8/6/2025,4,2.8,FALSE,,LA,1200,5.5,9.1,156,58,32,13,coldsnap,none
FB000160,Bottoms,Mango,Winter,XXL,Gray,79.34,0,79.34,8/6/2025,30,4.4,FALSE,,Dallas,1100,3.8,7.1,183,89,102,37,cold,sustainability promo
FB000161,Bottoms,H&M,Summer,M,Green,111.88,0,111.88,8/6/2025,41,4.5,FALSE,,Atlanta,900,3.8,6.5,169,62,102,47,heatwave,discount email
FB000162,Accessories,Gap,Spring,,Navy,42.84,40.6,25.45,9/12/2024,18,2.6,FALSE,,Chicago,800,1.2,3.5999999999999996,163,78,31,13,rain,none
FB000163,Bottoms,Gap,Spring,XXL,Navy,26.28,1.1,25.99,6/20/2025,35,5,FALSE,,NY,300,3.8,4.7,183,89,100,44,rain,sustainability promo
FB000164,Accessories,H&M,Spring,,Green,23.11,0,23.11,9/17/2024,2,1.4,FALSE,,NY,300,1.2,2.1,161,76,34,14,rain,sustainability promo
FB000165,Shoes,Zara,Winter,M,White,168.36,0,168.36,8/6/2025,47,,TRUE,Damaged,NY,300,5.5,12.8,165,61,30,12,cold,new collection
FB000166,Shoes,Gap,Fall,XL,Green,99.26,0,99.26,8/6/2025,33,,TRUE,Quality Issue,Atlanta,900,5.5,16.4,181,74,31,11,coldsnap,none
FB000167,Accessories,Mango,Spring,,Black,53.66,0,53.66,12/19/2024,40,2.8,FALSE,,Dallas,1100,1.2,4.5,164,71,32,15,rain,sustainability promo
FB000168,Accessories,Ann Taylor,Summer,,Gray,69.71,18,57.16,8/6/2025,34,4.2,TRUE,Color Mismatch,NY,300,1.2,4.2,171,71,32,3,heatwave,discount email
FB000169,Dresses,Forever21,Fall,XXL,Gray,60.3,21.4,47.4,8/6/2025,4,3.6,FALSE,,Seattle,1150,4.5,7.95,185,91,105,97,coldsnap,discount email
FB000170,Shoes,Banana Republic,Winter,XXL,Red,113.58,0,113.58,8/6/2025,33,4.9,TRUE,Wrong Item,NY,300,5.5,12.8,175,89,28,8,cold,new collection
FB000171,Bottoms,Ann Taylor,Fall,XS,Brown,54.86,1.7,53.93,8/6/2025,40,2.5,FALSE,,Dallas,1100,3.8,7.1,157,46,107,47,coldsnap,sustainability promo
FB000172,Tops,Zara,Winter,XS,Red,92.25,0,92.25,8/6/2025,13,2.8,TRUE,Damaged,LA,1200,2.5,12.2,153,60,68,92,cold,none
FB000173,Accessories,Ann Taylor,Winter,,White,54.07,0,54.07,8/6/2025,47,4.6,FALSE,,Dallas,1100,1.2,4.5,171,74,30,14,cold,discount email
FB000174,Shoes,Banana Republic,Winter,XL,Red,104.4,0,104.4,8/6/2025,41,3.4,FALSE,,LA,1200,5.5,9.1,174,80,29,8,cold,sustainability promo
FB000175,Dresses,Ann Taylor,Spring,M,Gray,45.97,0,45.97,8/28/2024,37,3.2,TRUE,Quality Issue,Chicago,800,4.5,13.8,168,61,98,99,rain,sustainability promo
FB000176,Tops,Ann Taylor,Summer,XXL,Black,28.79,0,28.79,8/6/2025,4,4.4,FALSE,,Seattle,1150,2.5,5.95,177,96,63,97,heatwave,new collection
FB000177,Outerwear,Uniqlo,Winter,M,Gray,204.21,0,204.21,8/6/2025,5,3.3,FALSE,,Atlanta,900,7,9.7,161,63,74,109,cold,discount email
FB000178,Shoes,Mango,Fall,XXL,Pink,190.75,20,152.6,8/6/2025,47,,FALSE,,Dallas,1100,5.5,8.8,179,82,27,6,coldsnap,discount email
FB000179,Tops,Forever21,Winter,XS,Brown,33.01,39.2,20.07,8/6/2025,16,3.7,FALSE,,Dallas,1100,2.5,5.800000000000001,151,46,66,95,cold,none
FB000180,Accessories,Banana Republic,Spring,,Blue,47.61,39.8,28.66,12/3/2024,18,1.3,FALSE,,LA,1200,1.2,4.8,165,76,38,17,rain,discount email
FB000181,Outerwear,H&M,Spring,XS,Red,137.16,0,137.16,9/26/2024,34,3.2,FALSE,,Chicago,800,7,9.4,157,56,68,108,rain,none
FB000182,Tops,Gap,Fall,M,Navy,108.49,0,108.49,8/6/2025,7,3.3,FALSE,,Seattle,1150,2.5,5.95,167,63,68,93,coldsnap,discount email
FB000183,Tops,Banana Republic,Winter,XL,Green,106.49,0,106.49,8/6/2025,23,4,FALSE,,Atlanta,900,2.5,5.2,179,71,68,105,cold,new collection
FB000184,Tops,Mango,Winter,XXL,Pink,114.86,0,114.86,8/6/2025,48,1.1,FALSE,,NY,300,2.5,3.4,176,89,61,102,cold,discount email
FB000185,Dresses,Zara,Fall,L,Blue,121.68,0,121.68,8/6/2025,9,1.5,FALSE,,LA,1200,4.5,8.1,165,68,106,89,coldsnap,none
FB000186,Bottoms,Zara,Summer,XXL,Black,74.08,3.9,71.19,8/6/2025,37,1.7,FALSE,,LA,1200,3.8,7.4,183,83,109,41,heatwave,none
FB000187,Tops,Gap,Fall,M,Blue,92.37,35.9,59.21,8/6/2025,20,,FALSE,,Dallas,1100,2.5,5.800000000000001,168,67,66,92,coldsnap,new collection
FB000188,Tops,Uniqlo,Summer,XXL,Beige,34.06,0,34.06,8/6/2025,39,4.5,FALSE,,Seattle,1150,2.5,5.95,174,83,65,99,heatwave,discount email
FB000189,Dresses,Zara,Summer,L,Pink,173.42,0,173.42,8/6/2025,47,4.2,FALSE,,Dallas,1100,4.5,7.800000000000001,170,72,104,95,heatwave,discount email
FB000190,Bottoms,Uniqlo,Spring,XXL,Brown,66.51,0,66.51,10/4/2024,32,2.1,FALSE,,NY,300,3.8,4.7,185,85,104,39,rain,new collection
FB000191,Bottoms,Uniqlo,Fall,XXL,Blue,72.44,7.1,67.3,8/6/2025,10,1.8,FALSE,,Dallas,1100,3.8,7.1,174,84,106,44,coldsnap,discount email
FB000192,Tops,Ann Taylor,Fall,S,Black,81.2,0,81.2,8/6/2025,3,1.5,FALSE,,NY,300,2.5,3.4,165,55,68,94,coldsnap,discount email
FB000193,Outerwear,Gap,Summer,XXL,Red,104.5,12.3,91.65,8/6/2025,42,,FALSE,,Chicago,800,7,9.4,186,97,74,111,heatwave,none
FB000194,Dresses,Gap,Winter,XL,Pink,57.53,13,50.05,8/6/2025,12,4.1,FALSE,,Seattle,1150,4.5,7.95,171,80,102,97,cold,discount email
FB000195,Shoes,Banana Republic,Summer,XXL,Gray,142.58,0,142.58,8/6/2025,25,4.8,TRUE,Quality Issue,Chicago,800,5.5,15.8,179,97,25,13,heatwave,discount email
FB000196,Dresses,Zara,Fall,XXL,Green,162.23,29.4,114.53,8/6/2025,41,4,TRUE,Quality Issue,Seattle,1150,4.5,15.9,183,90,104,90,coldsnap,new collection
FB000197,Bottoms,Ann Taylor,Spring,XXL,Red,32.1,51.7,15.5,11/23/2024,27,,FALSE,,Chicago,800,3.8,6.199999999999999,182,90,109,41,rain,new collection
FB000198,Shoes,Uniqlo,Fall,L,Black,162.41,42.7,93.06,8/6/2025,22,4.8,FALSE,,Seattle,1150,5.5,8.95,172,70,24,4,coldsnap,sustainability promo
FB000199,Tops,Banana Republic,Fall,M,Gray,77.46,57.5,32.92,8/6/2025,23,4,FALSE,,Atlanta,900,2.5,5.2,161,64,69,104,coldsnap,none
FB000200,Tops,H&M,Fall,XXL,Blue,103.42,56.1,45.4,8/6/2025,4,4.7,FALSE,,Chicago,800,2.5,4.9,179,90,65,97,coldsnap,discount email
FB000201,Bottoms,Zara,Spring,XS,Green,42.91,33.3,28.62,11/23/2024,18,,FALSE,,Atlanta,900,3.8,6.5,149,46,105,35,rain,discount email
FB000202,Shoes,Zara,Summer,XL,Green,144.92,17,120.28,8/6/2025,32,2,FALSE,,LA,1200,5.5,9.1,177,75,30,14,heatwave,sustainability promo
FB000203,Shoes,Banana Republic,Summer,XS,Black,93.07,23.9,70.83,8/6/2025,10,3.5,TRUE,Changed Mind,Seattle,1150,5.5,17.9,151,61,31,12,heatwave,discount email
FB000204,Outerwear,H&M,Summer,S,Red,119.96,0,119.96,8/6/2025,20,1.1,FALSE,,Chicago,800,7,9.4,163,64,77,114,heatwave,none
FB000205,Accessories,Forever21,Summer,,Gray,42.04,50.9,20.64,8/6/2025,43,2.3,TRUE,Wrong Item,Chicago,800,1.2,7.199999999999999,167,63,36,8,heatwave,sustainability promo
FB000206,Accessories,Banana Republic,Winter,,Red,54.45,0,54.45,8/6/2025,12,2.7,FALSE,,Seattle,1150,1.2,4.65,164,78,32,16,cold,none
FB000207,Tops,Mango,Spring,M,Green,66.95,36.4,42.58,9/28/2024,44,1.9,TRUE,Quality Issue,LA,1200,2.5,12.2,166,69,65,96,rain,sustainability promo
FB000208,Tops,Ann Taylor,Spring,XL,Beige,116.96,8.8,106.67,4/29/2025,33,1.6,FALSE,,NY,300,2.5,3.4,181,86,68,95,rain,sustainability promo
FB000209,Tops,Forever21,Fall,XXL,Pink,111.14,0,111.14,8/6/2025,49,1.6,FALSE,,Chicago,800,2.5,4.9,177,83,61,99,coldsnap,new collection
FB000210,Tops,Banana Republic,Fall,XS,Blue,59.6,0,59.6,8/6/2025,40,2.1,FALSE,,Atlanta,900,2.5,5.2,158,50,68,91,coldsnap,none
FB000211,Tops,Ann Taylor,Spring,S,Gray,25.49,16.7,21.23,5/23/2025,32,,FALSE,,NY,300,2.5,3.4,159,57,65,104,rain,discount email
FB000212,Tops,Zara,Spring,M,Black,82.94,0,82.94,7/17/2025,46,1.5,FALSE,,Dallas,1100,2.5,5.800000000000001,168,69,61,98,rain,discount email
FB000213,Tops,Uniqlo,Spring,L,Blue,99.71,0,99.71,8/21/2024,23,1.4,FALSE,,Dallas,1100,2.5,5.800000000000001,174,79,70,101,rain,none
FB000214,Accessories,Banana Republic,Fall,,Black,69.74,0,69.74,8/6/2025,11,3.3,TRUE,Changed Mind,Atlanta,900,1.2,7.800000000000001,166,65,31,17,coldsnap,discount email
FB000215,Bottoms,H&M,Summer,XXL,Green,57.19,0,57.19,8/6/2025,12,2.5,FALSE,,Dallas,1100,3.8,7.1,180,86,106,36,heatwave,discount email
FB000216,Tops,H&M,Summer,XXL,Red,58.65,0,58.65,8/6/2025,4,1.1,FALSE,,LA,1200,2.5,6.1,181,94,65,92,heatwave,none
FB000217,Outerwear,Uniqlo,Fall,XL,Pink,110.22,0,110.22,8/6/2025,4,1.6,FALSE,,LA,1200,7,10.6,172,72,71,120,coldsnap,sustainability promo
FB000218,Tops,Zara,Summer,XXL,Pink,69.36,0,69.36,8/6/2025,25,,FALSE,,NY,300,2.5,3.4,184,94,65,103,heatwave,none
FB000219,Bottoms,Zara,Winter,S,Black,87.03,0,87.03,8/6/2025,39,4.3,FALSE,,LA,1200,3.8,7.4,154,48,100,44,cold,sustainability promo
FB000220,Dresses,Zara,Winter,XXL,Brown,160.6,18.4,131.05,8/6/2025,41,3,FALSE,,Atlanta,900,4.5,7.2,182,96,102,88,cold,discount email
FB000221,Outerwear,H&M,Spring,XS,Purple,167.02,0,167.02,1/30/2025,26,2.6,TRUE,Size Issue,LA,1200,7,21.2,160,58,68,117,rain,discount email
FB000222,Tops,Zara,Summer,XXL,Gray,26.09,0,26.09,8/6/2025,32,4.6,TRUE,Damaged,NY,300,2.5,6.8,176,88,65,92,heatwave,discount email
FB000223,Outerwear,H&M,Summer,XL,Brown,246.65,0,246.65,8/6/2025,17,2.9,TRUE,Damaged,NY,300,7,15.8,177,86,69,120,heatwave,new collection
FB000224,Outerwear,Forever21,Summer,S,Red,206.91,0,206.91,8/6/2025,34,2.3,FALSE,,Seattle,1150,7,10.45,159,62,73,122,heatwave,sustainability promo
FB000225,Dresses,Gap,Winter,XL,Black,85.08,0,85.08,8/6/2025,29,,FALSE,,Chicago,800,4.5,6.9,173,75,97,96,cold,new collection
FB000226,Outerwear,Forever21,Spring,XXL,White,240.32,54.8,108.62,12/27/2024,3,4.5,FALSE,,Atlanta,900,7,9.7,185,95,69,114,rain,new collection
FB000227,Dresses,Uniqlo,Fall,XXL,Red,130.12,1.4,128.3,8/6/2025,0,5,FALSE,,NY,300,4.5,5.4,186,84,105,87,coldsnap,none
FB000228,Bottoms,H&M,Spring,XS,Black,42.29,15.8,35.61,11/2/2024,11,1.6,FALSE,,Atlanta,900,3.8,6.5,160,59,100,43,rain,new collection
FB000229,Outerwear,H&M,Spring,S,Beige,191.54,0,191.54,10/10/2024,18,1.2,FALSE,,Seattle,1150,7,10.45,162,56,73,118,rain,none
FB000230,Accessories,Ann Taylor,Spring,,Beige,42.23,0,42.23,7/14/2025,15,,FALSE,,NY,300,1.2,2.1,164,62,34,11,rain,none
FB000231,Shoes,H&M,Summer,S,Gray,109.76,0,109.76,8/6/2025,16,4.3,FALSE,,Atlanta,900,5.5,8.2,159,59,30,16,heatwave,new collection
FB000232,Accessories,Mango,Summer,,Red,76.8,43.3,43.55,8/6/2025,24,,FALSE,,Chicago,800,1.2,3.5999999999999996,164,73,32,9,heatwave,sustainability promo
FB000233,Dresses,Forever21,Winter,,Black,56.34,22.4,43.72,8/6/2025,37,2.5,TRUE,Wrong Item,NY,300,4.5,10.8,165,62,96,90,cold,sustainability promo
FB000234,Tops,Gap,Fall,,Beige,88.41,0,88.41,8/6/2025,24,4.4,FALSE,,Dallas,1100,2.5,5.800000000000001,163,64,66,98,coldsnap,sustainability promo
FB000235,Tops,Gap,Spring,S,Black,25.96,0,25.96,10/4/2024,2,1.4,FALSE,,Chicago,800,2.5,4.9,164,57,62,99,rain,sustainability promo
FB000236,Bottoms,Zara,Spring,XXL,Red,60.25,0,60.25,8/16/2024,25,4.1,FALSE,,Seattle,1150,3.8,7.25,185,91,109,35,rain,sustainability promo
FB000237,Accessories,H&M,Fall,,Red,52.33,19.1,42.33,8/6/2025,4,,FALSE,,Chicago,800,1.2,3.5999999999999996,165,76,31,8,coldsnap,new collection
FB000238,Accessories,Mango,Fall,,White,67.61,0,67.61,8/6/2025,14,1.8,FALSE,,Dallas,1100,1.2,4.5,164,63,38,11,coldsnap,new collection
FB000239,Shoes,Forever21,Spring,L,Brown,136,0,136,8/1/2025,46,4.5,FALSE,,Seattle,1150,5.5,8.95,174,72,23,8,rain,discount email
FB000240,Shoes,Zara,Fall,,Brown,74.48,0,74.48,8/6/2025,24,3.7,FALSE,,Chicago,800,5.5,7.9,163,69,24,4,coldsnap,sustainability promo
FB000241,Dresses,Forever21,Fall,XS,Pink,101.39,0,101.39,8/6/2025,33,2.4,TRUE,Size Issue,Atlanta,900,4.5,14.4,154,49,99,96,coldsnap,new collection
FB000242,Dresses,Forever21,Fall,XXL,Green,169.68,41.7,98.92,8/6/2025,43,4.6,FALSE,,LA,1200,4.5,8.1,183,90,106,93,coldsnap,discount email
FB000243,Accessories,Forever21,Winter,,Purple,52.45,0,52.45,8/6/2025,34,2.1,FALSE,,Chicago,800,1.2,3.5999999999999996,168,75,38,11,cold,sustainability promo
FB000244,Shoes,Uniqlo,Summer,XXL,Pink,153.85,47.6,80.62,8/6/2025,12,3.1,FALSE,,Atlanta,900,5.5,8.2,183,88,33,13,heatwave,none
FB000245,Bottoms,Mango,Fall,M,Brown,32.7,50.5,16.19,8/6/2025,46,1.3,FALSE,,Atlanta,900,3.8,6.5,171,73,101,41,coldsnap,discount email
FB000246,Outerwear,Uniqlo,Fall,L,Navy,104.27,54.6,47.34,8/6/2025,42,4.2,FALSE,,Dallas,1100,7,10.3,174,66,76,120,coldsnap,new collection
FB000247,Dresses,Forever21,Summer,M,Gray,80.04,50.9,39.3,8/6/2025,45,,FALSE,,NY,300,4.5,5.4,171,68,101,90,heatwave,none
FB000248,Bottoms,Banana Republic,Spring,M,Black,72.07,0,72.07,5/8/2025,20,,TRUE,Color Mismatch,NY,300,3.8,9.4,168,74,100,37,rain,none
FB000249,Outerwear,Zara,Fall,M,Green,220.99,0,220.99,8/6/2025,42,3.6,FALSE,,Seattle,1150,7,10.45,161,69,67,114,coldsnap,none
FB000250,Outerwear,Uniqlo,Fall,XS,Black,117.36,14.6,100.23,8/6/2025,33,,TRUE,Size Issue,Chicago,800,7,18.8,157,45,69,115,coldsnap,discount email
FB000251,Outerwear,Banana Republic,Spring,L,Navy,198.76,48.8,101.77,4/26/2025,36,3,FALSE,,Atlanta,900,7,9.7,167,71,72,112,rain,new collection
FB000252,Outerwear,H&M,Fall,L,Black,121.03,0,121.03,8/6/2025,14,1.6,TRUE,Changed Mind,LA,1200,7,21.2,174,65,74,112,coldsnap,none
FB000253,Tops,H&M,Fall,L,White,88.62,0,88.62,8/6/2025,48,2.4,FALSE,,Seattle,1150,2.5,5.95,167,77,69,95,coldsnap,sustainability promo
FB000254,Shoes,H&M,Summer,XL,Green,88.94,0,88.94,8/6/2025,29,3.9,FALSE,,LA,1200,5.5,9.1,177,79,32,12,heatwave,none
FB000255,Bottoms,Zara,Winter,S,Black,115.7,17.8,95.11,8/6/2025,32,1.7,FALSE,,LA,1200,3.8,7.4,165,58,102,45,cold,none
FB000256,Bottoms,Forever21,Fall,XXL,Black,75.66,0,75.66,8/6/2025,20,3,FALSE,,NY,300,3.8,4.7,176,95,102,35,coldsnap,discount email
FB000257,Accessories,Ann Taylor,Winter,,Green,42.11,0,42.11,8/6/2025,26,4,FALSE,,Atlanta,900,1.2,3.9000000000000004,172,62,34,12,cold,discount email
FB000258,Outerwear,H&M,Spring,XXL,Beige,247.9,4.3,237.24,12/25/2024,25,4.6,FALSE,,Dallas,1100,7,10.3,176,92,74,118,rain,new collection
FB000259,Shoes,Banana Republic,Spring,XL,Beige,143.45,0,143.45,9/27/2024,39,,TRUE,Quality Issue,NY,300,5.5,12.8,171,74,31,4,rain,sustainability promo
FB000260,Accessories,Banana Republic,Winter,,Beige,24.96,44.7,13.8,8/6/2025,44,,FALSE,,Chicago,800,1.2,3.5999999999999996,168,69,32,17,cold,discount email
FB000261,Outerwear,Forever21,Summer,XL,Navy,109.74,0,109.74,8/6/2025,45,1.9,FALSE,,Atlanta,900,7,9.7,173,72,71,114,heatwave,none
FB000262,Dresses,H&M,Summer,XL,Blue,161.14,0,161.14,8/6/2025,44,1.6,FALSE,,LA,1200,4.5,8.1,181,72,104,93,heatwave,new collection
FB000263,Outerwear,Banana Republic,Spring,XXL,Brown,220.14,9.2,199.89,6/27/2025,23,4.8,FALSE,,Atlanta,900,7,9.7,183,82,70,120,rain,none
FB000264,Dresses,Forever21,Summer,S,Pink,57.33,0,57.33,8/6/2025,23,2,FALSE,,NY,300,4.5,5.4,154,61,106,98,heatwave,none
FB000265,Bottoms,Zara,Fall,XXL,Blue,108.24,0,108.24,8/6/2025,8,2.3,FALSE,,Seattle,1150,3.8,7.25,177,88,110,46,coldsnap,discount email
FB000266,Accessories,Banana Republic,Summer,,Gray,67.93,0,67.93,8/6/2025,22,4.6,FALSE,,NY,300,1.2,2.1,169,65,36,4,heatwave,new collection
FB000267,Dresses,Zara,Winter,XS,Blue,168.96,0,168.96,8/6/2025,9,,FALSE,,Chicago,800,4.5,6.9,155,49,99,92,cold,sustainability promo
FB000268,Tops,Ann Taylor,Fall,S,White,90.63,0,90.63,8/6/2025,33,4.2,FALSE,,Dallas,1100,2.5,5.800000000000001,162,57,60,92,coldsnap,sustainability promo
FB000269,Accessories,Mango,Spring,,Green,72.3,0.4,72.01,12/29/2024,38,3,TRUE,Color Mismatch,Dallas,1100,1.2,9,162,77,32,11,rain,discount email
FB000270,Bottoms,H&M,Winter,S,Beige,27.98,0,27.98,8/6/2025,0,3,FALSE,,Atlanta,900,3.8,6.5,165,56,102,44,cold,discount email
FB000271,Dresses,Forever21,Summer,,Navy,92.73,0,92.73,8/6/2025,15,1.4,FALSE,,NY,300,4.5,5.4,171,65,97,99,heatwave,new collection
FB000272,Bottoms,Mango,Summer,XXL,White,64.28,0,64.28,8/6/2025,46,3,FALSE,,NY,300,3.8,4.7,175,88,104,45,heatwave,sustainability promo
FB000273,Dresses,Ann Taylor,Fall,M,Black,133.12,0,133.12,8/6/2025,35,1.9,FALSE,,Atlanta,900,4.5,7.2,168,70,104,86,coldsnap,sustainability promo
FB000274,Tops,Gap,Winter,XXL,Brown,70.36,0,70.36,8/6/2025,0,,FALSE,,Atlanta,900,2.5,5.2,176,89,66,94,cold,sustainability promo
FB000275,Outerwear,Uniqlo,Summer,XL,Pink,199.01,0,199.01,8/6/2025,8,4.4,FALSE,,LA,1200,7,10.6,171,81,68,118,heatwave,none
FB000276,Bottoms,H&M,Summer,L,Navy,62.41,37.1,39.26,8/6/2025,6,4.1,FALSE,,Dallas,1100,3.8,7.1,167,77,103,46,heatwave,sustainability promo
FB000277,Shoes,Uniqlo,Summer,XS,Black,71.44,0,71.44,8/6/2025,45,4,FALSE,,Dallas,1100,5.5,8.8,159,51,33,13,heatwave,none
FB000278,Dresses,Zara,Winter,,Blue,89.69,0,89.69,8/6/2025,50,4.3,FALSE,,Seattle,1150,4.5,7.95,170,62,99,95,cold,new collection
FB000279,Outerwear,Mango,Spring,XXL,Gray,161.65,10.2,145.16,3/30/2025,42,,FALSE,,Seattle,1150,7,10.45,177,94,69,117,rain,none
FB000280,Accessories,Uniqlo,Winter,,White,46.59,0,46.59,8/6/2025,29,4.8,FALSE,,Chicago,800,1.2,3.5999999999999996,169,70,36,5,cold,new collection
FB000281,Accessories,Zara,Fall,,Pink,74.2,0,74.2,8/6/2025,22,1.7,FALSE,,NY,300,1.2,2.1,166,71,38,16,coldsnap,sustainability promo
FB000282,Bottoms,Uniqlo,Fall,S,Brown,99.67,0,99.67,8/6/2025,13,5,FALSE,,NY,300,3.8,4.7,154,62,104,37,coldsnap,sustainability promo
FB000283,Shoes,Forever21,Fall,XS,Purple,112.74,23,86.81,8/6/2025,37,1,FALSE,,NY,300,5.5,6.4,157,61,28,4,coldsnap,new collection
FB000284,Tops,Banana Republic,Summer,S,Black,95.82,39.4,58.07,8/6/2025,6,,TRUE,Damaged,Seattle,1150,2.5,11.9,164,51,62,96,heatwave,discount email
FB000285,Shoes,Ann Taylor,Winter,M,Green,157.42,0,157.42,8/6/2025,38,2.4,FALSE,,NY,300,5.5,6.4,170,61,24,7,cold,new collection
FB000286,Accessories,Zara,Fall,,Red,60.17,14.1,51.69,8/6/2025,38,5,FALSE,,Chicago,800,1.2,3.5999999999999996,164,63,35,15,coldsnap,discount email
FB000287,Outerwear,Mango,Winter,XL,Pink,169.03,0,169.03,8/6/2025,16,1.7,FALSE,,LA,1200,7,10.6,171,76,74,110,cold,none
FB000288,Dresses,Uniqlo,Fall,S,Pink,175.86,0,175.86,8/6/2025,0,4.6,FALSE,,Chicago,800,4.5,6.9,165,61,104,92,coldsnap,none
FB000289,Shoes,Mango,Summer,,Brown,169.75,0,169.75,8/6/2025,5,2.7,FALSE,,Seattle,1150,5.5,8.95,173,65,27,12,heatwave,none
FB000290,Accessories,H&M,Summer,,Red,51.77,24.3,39.19,8/6/2025,50,3.7,FALSE,,Dallas,1100,1.2,4.5,165,64,35,13,heatwave,sustainability promo
FB000291,Tops,Mango,Fall,M,Black,83.09,0,83.09,8/6/2025,22,2.3,FALSE,,NY,300,2.5,3.4,166,60,60,98,coldsnap,none
FB000292,Outerwear,Ann Taylor,Winter,XS,Purple,176.1,0,176.1,8/6/2025,12,4.6,FALSE,,Chicago,800,7,9.4,151,61,73,121,cold,discount email
FB000293,Bottoms,Mango,Fall,M,Blue,69.11,0,69.11,8/6/2025,18,3.9,FALSE,,Seattle,1150,3.8,7.25,171,72,107,40,coldsnap,none
FB000294,Shoes,Zara,Spring,S,Purple,117.85,0,117.85,12/23/2024,34,3.3,FALSE,,Chicago,800,5.5,7.9,160,63,29,11,rain,new collection
FB000295,Shoes,Banana Republic,Fall,M,Purple,96.17,36,61.55,8/6/2025,45,3.5,FALSE,,NY,300,5.5,6.4,171,68,26,10,coldsnap,new collection
FB000296,Shoes,Zara,Spring,XXL,Red,80.14,0,80.14,3/31/2025,10,5,FALSE,,NY,300,5.5,6.4,179,88,27,10,rain,sustainability promo
FB000297,Accessories,Gap,Summer,,Pink,55.08,13,47.92,8/6/2025,17,3.9,FALSE,,NY,300,1.2,2.1,172,68,34,4,heatwave,new collection
FB000298,Dresses,Mango,Fall,S,Pink,165.84,50.4,82.26,8/6/2025,17,3.2,TRUE,Damaged,NY,300,4.5,10.8,161,56,99,96,coldsnap,discount email
FB000299,Dresses,Gap,Summer,XXL,Red,82.7,0,82.7,8/6/2025,20,4,FALSE,,NY,300,4.5,5.4,185,97,103,97,heatwave,none
FB000300,Outerwear,Banana Republic,Spring,S,Purple,222.86,6.6,208.15,12/19/2024,29,2.1,FALSE,,Chicago,800,7,9.4,161,63,73,119,rain,sustainability promo
FB000301,Tops,Mango,Winter,L,Gray,107.15,0,107.15,8/6/2025,33,,TRUE,Wrong Item,Atlanta,900,2.5,10.4,169,69,61,91,cold,none
FB000302,Shoes,H&M,Fall,XXL,Gray,85.54,0,85.54,8/6/2025,30,,FALSE,,Atlanta,900,5.5,8.2,185,95,32,12,coldsnap,none
FB000303,Bottoms,Mango,Summer,XL,Green,34.36,5.4,32.5,8/6/2025,49,4.5,FALSE,,NY,300,3.8,4.7,180,71,104,36,heatwave,discount email
FB000304,Bottoms,Mango,Winter,XL,Black,111.25,42.2,64.3,8/6/2025,34,3,FALSE,,Seattle,1150,3.8,7.25,173,76,109,38,cold,new collection
FB000305,Tops,Zara,Spring,XXL,Pink,39.97,35.2,25.9,1/22/2025,15,2.3,FALSE,,Atlanta,900,2.5,5.2,182,98,62,98,rain,new collection
FB000306,Shoes,Forever21,Summer,M,White,60.34,0,60.34,8/6/2025,4,,FALSE,,Chicago,800,5.5,7.9,163,66,24,10,heatwave,none
FB000307,Accessories,Gap,Summer,,Blue,17.7,0,17.7,8/6/2025,42,3.9,FALSE,,Chicago,800,1.2,3.5999999999999996,165,69,36,9,heatwave,sustainability promo
FB000308,Bottoms,Mango,Summer,M,White,57.88,0,57.88,8/6/2025,39,3,FALSE,,Chicago,800,3.8,6.199999999999999,160,63,107,46,heatwave,new collection
FB000309,Tops,Mango,Summer,S,Blue,25.15,0,25.15,8/6/2025,34,2.6,FALSE,,Atlanta,900,2.5,5.2,163,63,62,92,heatwave,sustainability promo
FB000310,Outerwear,Mango,Spring,L,Purple,157.45,0,157.45,5/26/2025,7,2.9,FALSE,,Chicago,800,7,9.4,176,73,74,122,rain,new collection
FB000311,Bottoms,H&M,Winter,L,Purple,65.72,9.1,59.74,8/6/2025,10,2.8,TRUE,Quality Issue,Atlanta,900,3.8,13,170,78,107,35,cold,sustainability promo
FB000312,Dresses,Forever21,Winter,XXL,Brown,92.8,0,92.8,8/6/2025,25,2.5,FALSE,,Chicago,800,4.5,6.9,181,83,99,96,cold,discount email
FB000313,Dresses,Banana Republic,Winter,XL,Blue,88.65,0,88.65,8/6/2025,11,3.3,FALSE,,Atlanta,900,4.5,7.2,175,78,104,88,cold,sustainability promo
FB000314,Tops,Zara,Winter,XXL,Beige,47.07,57.4,20.05,8/6/2025,24,1.3,TRUE,Size Issue,Seattle,1150,2.5,11.9,179,93,67,97,cold,discount email
FB000315,Outerwear,Ann Taylor,Summer,XS,Red,101.75,0,101.75,8/6/2025,7,3.1,FALSE,,Chicago,800,7,9.4,150,55,73,112,heatwave,discount email
FB000316,Dresses,Mango,Spring,XS,Blue,131.08,7.5,121.25,12/4/2024,20,4.5,TRUE,Wrong Item,NY,300,4.5,10.8,156,47,103,95,rain,sustainability promo
FB000317,Tops,Zara,Fall,XS,Black,82.06,26.1,60.64,8/6/2025,32,1.5,FALSE,,Dallas,1100,2.5,5.800000000000001,159,54,60,92,coldsnap,discount email
